MAP_1_MATRIX:
    .byte ,
    0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,  
    0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,  
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 

MAP_3_MATRIX:
    .byte ,
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  
    0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,  
    0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,  
    0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,  
    0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,  
    0,0,0,0,1,2,0,1,1,1,1,1,0,2,1,0,0,0,0,0,  
    0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,  
    0,0,0,0,1,0,2,1,1,1,1,1,2,0,1,0,0,0,0,0,  
    0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,  
    0,0,0,0,1,2,0,1,0,1,0,1,0,2,1,0,0,0,0,0,  
    0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,  
    0,0,0,0,1,1,0,1,7,3,7,1,0,1,1,0,0,0,0,0,  
    0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,  
    0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,  
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

MAP_4_MATRIX:
    .byte ,
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
    0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0, 
    0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
    0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
    0,0,0,0,0,0,1,2,0,3,0,2,1,1,0,0,0,0,0,0, 
    0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0, 
    0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0, 
    0,0,0,0,1,1,8,1,1,2,1,1,8,1,1,1,0,0,0,0, 
    0,0,0,0,1,1,1,7,1,1,1,7,1,1,1,1,0,0,0,0, 
    0,0,0,0,1,1,0,1,7,1,7,1,0,1,1,1,0,0,0,0, 
    0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0, 
    0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,0,0,0,0,0, 
    0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0, 
    0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0, 
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

MAP_MAZE_MATRIX:
    .byte ,
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
    0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0, 
    0,0,0,0,1,1,2,0,1,1,1,1,1,1,1,10,0,0,0,0, 
    0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0, 
    0,0,0,0,1,1,1,1,1,0,1,0,2,1,1,0,0,0,0,0, 
    0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, 
    0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0, 
    0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0, 
    0,0,0,0,1,0,1,0,1,0,3,0,1,0,1,2,0,0,0,0, 
    0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0, 
    0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0, 
    0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0, 
    0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0, 
    0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0, 
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
